probe,arch,layer,domain,aggregation,n,auroc,tpr@1%fpr,tpr@5%fpr,threshold,TP,TN,FP,FN
logreg/L12,logreg,12,entertainment,top10_mean_pooled,746,0.3995,0.0,0.0,0.9937,329,12,404,1
logreg/L12,logreg,12,healthcare,top10_mean_pooled,746,0.3995,0.0,0.0,0.9937,329,12,404,1
logreg/L12,logreg,12,social,top10_mean_pooled,746,0.3995,0.0,0.0,0.9937,329,12,404,1
logreg/L38,logreg,38,entertainment,last,160,0.3994,0.0459,0.0826,0.191,8,50,1,101
logreg/L54,logreg,54,entertainment,mean,160,0.399,0.0183,0.0367,0.2598,17,46,5,92
logreg/L69,logreg,69,education,top10_mean,150,0.3989,0.075,0.075,0.9984,3,109,1,37
logreg/L7,logreg,7,economy,last_pooled,746,0.3987,0.0121,0.0333,0.9295,11,409,7,319
logreg/L7,logreg,7,education,last_pooled,746,0.3987,0.0121,0.0333,0.9295,11,409,7,319
logreg/L7,logreg,7,entertainment,last_pooled,746,0.3987,0.0121,0.0333,0.9295,11,409,7,319
logreg/L7,logreg,7,healthcare,last_pooled,746,0.3987,0.0121,0.0333,0.9295,11,409,7,319
logreg/L7,logreg,7,social,last_pooled,746,0.3987,0.0121,0.0333,0.9295,11,409,7,319
logreg/L66,logreg,66,education,mean,150,0.3986,0.05,0.125,0.2012,5,106,4,35
logreg/L76,logreg,76,education,top10_mean,150,0.3986,0.0,0.0,0.8156,38,16,94,2
logreg/L77,logreg,77,education,top5_mean,150,0.3986,0.0,0.05,0.8134,40,6,104,0
logreg/L21,logreg,21,education,last,150,0.3982,0.025,0.1,0.0518,4,106,4,36
logreg/L19,logreg,19,entertainment,threshold_05,160,0.3981,0.0183,0.1101,0.4177,12,49,2,97
logreg/L68,logreg,68,social,last,147,0.3978,0.0,0.0,0.0002,57,17,59,14
logreg/L20,logreg,20,social,last,147,0.3977,0.0,0.0,0.0,66,6,70,5
logreg/L19,logreg,19,economy,last_pooled,746,0.3975,0.0152,0.0364,0.4374,8,409,7,322
logreg/L19,logreg,19,education,last_pooled,746,0.3975,0.0152,0.0364,0.4374,8,409,7,322
logreg/L19,logreg,19,entertainment,last_pooled,746,0.3975,0.0152,0.0364,0.4374,8,409,7,322
logreg/L19,logreg,19,healthcare,last_pooled,746,0.3975,0.0152,0.0364,0.4374,8,409,7,322
logreg/L19,logreg,19,social,last_pooled,746,0.3975,0.0152,0.0364,0.4374,8,409,7,322
logreg/L9,logreg,9,entertainment,mean,160,0.3974,0.0092,0.0183,0.262,102,4,47,7
logreg/L67,logreg,67,social,last,147,0.3973,0.0,0.0,0.0004,57,20,56,14
logreg/L19,logreg,19,entertainment,mean,160,0.3968,0.055,0.0917,0.51,6,51,0,103
logreg/L23,logreg,23,education,last,150,0.3965,0.025,0.025,0.1282,1,109,1,39
mlp/L50,mlp,50,entertainment,max,160,0.3965,0.0,0.0183,0.0582,108,2,49,1
logreg/L80,logreg,80,economy,threshold_05,132,0.3961,0.0,0.0,0.1128,55,4,71,2
logreg/L72,logreg,72,entertainment,mean,160,0.3959,0.0183,0.0183,0.4744,2,51,0,107
logreg/L57,logreg,57,education,top5_mean,150,0.3957,0.0,0.05,0.8415,39,9,101,1
logreg/L16,logreg,16,economy,max_pooled,746,0.3956,0.0,0.0,0.9994,323,14,402,7
logreg/L16,logreg,16,education,max_pooled,746,0.3956,0.0,0.0,0.9994,323,14,402,7
logreg/L16,logreg,16,entertainment,max_pooled,746,0.3956,0.0,0.0,0.9994,323,14,402,7
logreg/L16,logreg,16,healthcare,max_pooled,746,0.3956,0.0,0.0,0.9994,323,14,402,7
logreg/L16,logreg,16,social,max_pooled,746,0.3956,0.0,0.0,0.9994,323,14,402,7
logreg/L6,logreg,6,economy,last,132,0.3956,0.0526,0.0702,0.9915,3,75,0,54
logreg/L53,logreg,53,education,top5_mean,150,0.395,0.0,0.025,0.585,40,5,105,0
logreg/L65,logreg,65,education,top5_mean,150,0.395,0.05,0.05,0.9999,2,110,0,38
logreg/L8,logreg,8,economy,threshold_05_pooled,746,0.395,0.0061,0.0152,0.1008,329,2,414,1
logreg/L8,logreg,8,education,threshold_05_pooled,746,0.395,0.0061,0.0152,0.1008,329,2,414,1
logreg/L8,logreg,8,entertainment,threshold_05_pooled,746,0.395,0.0061,0.0152,0.1008,329,2,414,1
logreg/L8,logreg,8,healthcare,threshold_05_pooled,746,0.395,0.0061,0.0152,0.1008,329,2,414,1
logreg/L8,logreg,8,social,threshold_05_pooled,746,0.395,0.0061,0.0152,0.1008,329,2,414,1
logreg/L56,logreg,56,entertainment,threshold_05,160,0.3946,0.0,0.0092,0.2424,18,45,6,91
logreg/L8,logreg,8,economy,mean_pooled,746,0.3945,0.0061,0.0182,0.9552,1,416,0,329
logreg/L8,logreg,8,education,mean_pooled,746,0.3945,0.0061,0.0182,0.9552,1,416,0,329
logreg/L8,logreg,8,entertainment,mean_pooled,746,0.3945,0.0061,0.0182,0.9552,1,416,0,329
logreg/L8,logreg,8,healthcare,mean_pooled,746,0.3945,0.0061,0.0182,0.9552,1,416,0,329
logreg/L8,logreg,8,social,mean_pooled,746,0.3945,0.0061,0.0182,0.9552,1,416,0,329
logreg/L6,logreg,6,economy,last_pooled,746,0.3938,0.0212,0.0455,0.9793,10,409,7,320
logreg/L6,logreg,6,education,last_pooled,746,0.3938,0.0212,0.0455,0.9793,10,409,7,320
logreg/L6,logreg,6,entertainment,last_pooled,746,0.3938,0.0212,0.0455,0.9793,10,409,7,320
logreg/L6,logreg,6,healthcare,last_pooled,746,0.3938,0.0212,0.0455,0.9793,10,409,7,320
logreg/L6,logreg,6,social,last_pooled,746,0.3938,0.0212,0.0455,0.9793,10,409,7,320
logreg/L9,logreg,9,entertainment,threshold_05,160,0.3936,0.0092,0.0183,0.9015,1,51,0,108
logreg/L51,logreg,51,entertainment,mean,160,0.3934,0.0092,0.0734,0.3332,8,50,1,101
logreg/L55,logreg,55,education,max,150,0.3933,0.025,0.025,0.8384,40,4,106,0
logreg/L32,logreg,32,entertainment,last,160,0.3932,0.0092,0.0092,0.1048,21,42,9,88
logreg/L5,logreg,5,economy,last_pooled,746,0.393,0.0,0.0364,0.0002,330,1,415,0
logreg/L5,logreg,5,education,last_pooled,746,0.393,0.0,0.0364,0.0002,330,1,415,0
logreg/L5,logreg,5,entertainment,last_pooled,746,0.393,0.0,0.0364,0.0002,330,1,415,0
logreg/L5,logreg,5,healthcare,last_pooled,746,0.393,0.0,0.0364,0.0002,330,1,415,0
logreg/L5,logreg,5,social,last_pooled,746,0.393,0.0,0.0364,0.0002,330,1,415,0
logreg/L26,logreg,26,economy,last,132,0.3925,0.0,0.0175,0.0,57,2,73,0
svm_rbf/L26,svm_rbf,26,entertainment,top5_mean,160,0.3925,0.1009,0.1193,0.6041,23,47,4,86
logreg/L76,logreg,76,education,last,150,0.3924,0.0,0.0,0.0008,39,5,105,1
logreg/L10,logreg,10,education,threshold_05,150,0.3923,0.0,0.0,0.8844,7,93,17,33
svm_rbf/L30,svm_rbf,30,education,threshold_05,150,0.3923,0.075,0.1,0.2607,8,101,9,32
mlp/L60,mlp,60,entertainment,mean,160,0.392,0.0367,0.0367,0.3988,4,51,0,105
svm_rbf/L5,svm_rbf,5,education,mean,150,0.3916,0.0,0.05,0.5815,8,91,19,32
logreg/L6,logreg,6,entertainment,mean,160,0.3914,0.0092,0.0275,0.1409,106,3,48,3
logreg/L67,logreg,67,entertainment,mean,160,0.3913,0.0092,0.0092,0.3722,1,51,0,108
logreg/L67,logreg,67,entertainment,threshold_05,160,0.3913,0.0092,0.0092,0.3586,1,51,0,108
logreg/L77,logreg,77,economy,last,132,0.3913,0.0,0.0351,0.6606,8,69,6,49
logreg/L12,logreg,12,social,last,147,0.3912,0.0,0.0141,0.0002,71,2,74,0
logreg/L64,logreg,64,education,top10_mean,150,0.3911,0.05,0.05,0.9995,2,109,1,38
logreg/L4,logreg,4,economy,threshold_05_pooled,746,0.3909,0.0,0.0,0.1346,328,9,407,2
logreg/L4,logreg,4,education,threshold_05_pooled,746,0.3909,0.0,0.0,0.1346,328,9,407,2
logreg/L4,logreg,4,entertainment,threshold_05_pooled,746,0.3909,0.0,0.0,0.1346,328,9,407,2
logreg/L4,logreg,4,healthcare,threshold_05_pooled,746,0.3909,0.0,0.0,0.1346,328,9,407,2
logreg/L4,logreg,4,social,threshold_05_pooled,746,0.3909,0.0,0.0,0.1346,328,9,407,2
mlp/L15,mlp,15,economy,top5_mean,132,0.3908,0.0,0.0,0.9999,57,6,69,0
logreg/L66,logreg,66,education,top5_mean,150,0.3907,0.05,0.05,0.9999,2,110,0,38
logreg/L14,logreg,14,economy,top5_mean,132,0.3904,0.0,0.0,0.9999,57,4,71,0
logreg/L9,logreg,9,economy,last_pooled,746,0.3901,0.0061,0.0364,0.9995,7,408,8,323
logreg/L9,logreg,9,education,last_pooled,746,0.3901,0.0061,0.0364,0.9995,7,408,8,323
logreg/L9,logreg,9,entertainment,last_pooled,746,0.3901,0.0061,0.0364,0.9995,7,408,8,323
logreg/L9,logreg,9,healthcare,last_pooled,746,0.3901,0.0061,0.0364,0.9995,7,408,8,323
logreg/L9,logreg,9,social,last_pooled,746,0.3901,0.0061,0.0364,0.9995,7,408,8,323
logreg/L53,logreg,53,entertainment,threshold_05,160,0.3899,0.0183,0.055,0.2673,16,46,5,93
logreg/L67,logreg,67,entertainment,max,160,0.3899,0.0,0.0,0.3729,109,1,50,0
logreg/L70,logreg,70,social,last,147,0.3898,0.0,0.0,0.0,71,1,75,0
logreg/L79,logreg,79,social,last,147,0.3895,0.0,0.0,0.0034,69,7,69,2
logreg/L4,logreg,4,economy,mean_pooled,746,0.3893,0.0,0.0121,0.2347,327,11,405,3
logreg/L4,logreg,4,education,mean_pooled,746,0.3893,0.0,0.0121,0.2347,327,11,405,3
logreg/L4,logreg,4,entertainment,mean_pooled,746,0.3893,0.0,0.0121,0.2347,327,11,405,3
logreg/L4,logreg,4,healthcare,mean_pooled,746,0.3893,0.0,0.0121,0.2347,327,11,405,3
logreg/L4,logreg,4,social,mean_pooled,746,0.3893,0.0,0.0121,0.2347,327,11,405,3
logreg/L6,logreg,6,entertainment,threshold_05,160,0.389,0.0092,0.0367,0.0964,106,3,48,3
logreg/L62,logreg,62,education,threshold_05,150,0.389,0.05,0.125,0.2437,5,105,5,35
logreg/L16,logreg,16,economy,max,132,0.3883,0.0,0.0,0.9988,57,3,72,0
logreg/L16,logreg,16,economy,top10_mean_pooled,746,0.3882,0.0,0.0,0.8915,328,14,402,2
logreg/L16,logreg,16,education,top10_mean_pooled,746,0.3882,0.0,0.0,0.8915,328,14,402,2
logreg/L16,logreg,16,entertainment,top10_mean_pooled,746,0.3882,0.0,0.0,0.8915,328,14,402,2
logreg/L16,logreg,16,healthcare,top10_mean_pooled,746,0.3882,0.0,0.0,0.8915,328,14,402,2
logreg/L16,logreg,16,social,top10_mean_pooled,746,0.3882,0.0,0.0,0.8915,328,14,402,2
mlp/L26,mlp,26,economy,last,132,0.388,0.0,0.0175,0.0011,11,62,13,46
logreg/L2,logreg,2,healthcare,last,157,0.3877,0.0189,0.0189,0.2482,49,11,93,4
mlp/L15,mlp,15,economy,top10_mean,132,0.3875,0.0,0.0,0.9988,57,5,70,0
svm_rbf/L40,svm_rbf,40,education,max,150,0.3875,0.025,0.05,0.4013,40,4,106,0
mlp/L15,mlp,15,education,max,150,0.3873,0.0,0.0,inf,0,110,0,40
logreg/L9,logreg,9,economy,mean_pooled,746,0.387,0.003,0.0424,0.847,11,404,12,319
logreg/L9,logreg,9,education,mean_pooled,746,0.387,0.003,0.0424,0.847,11,404,12,319
logreg/L9,logreg,9,entertainment,mean_pooled,746,0.387,0.003,0.0424,0.847,11,404,12,319
logreg/L9,logreg,9,healthcare,mean_pooled,746,0.387,0.003,0.0424,0.847,11,404,12,319
logreg/L9,logreg,9,social,mean_pooled,746,0.387,0.003,0.0424,0.847,11,404,12,319
logreg/L16,logreg,16,economy,mean_pooled,746,0.3868,0.0273,0.0636,0.5385,13,410,6,317
logreg/L16,logreg,16,education,mean_pooled,746,0.3868,0.0273,0.0636,0.5385,13,410,6,317
logreg/L16,logreg,16,entertainment,mean_pooled,746,0.3868,0.0273,0.0636,0.5385,13,410,6,317
logreg/L16,logreg,16,healthcare,mean_pooled,746,0.3868,0.0273,0.0636,0.5385,13,410,6,317
logreg/L16,logreg,16,social,mean_pooled,746,0.3868,0.0273,0.0636,0.5385,13,410,6,317
mlp/L70,mlp,70,social,last,147,0.3867,0.0,0.0141,inf,0,76,0,71
mlp/L70,mlp,70,entertainment,top5_mean,160,0.386,0.0092,0.0183,0.0825,109,1,50,0
svm_rbf/L22,svm_rbf,22,social,last,147,0.386,0.0141,0.0141,0.4968,71,4,72,0
logreg/L77,logreg,77,education,top10_mean,150,0.3857,0.0,0.025,0.6835,40,8,102,0
svm_rbf/L5,svm_rbf,5,education,threshold_05,150,0.3857,0.05,0.1,0.9754,7,98,12,33
logreg/L13,logreg,13,economy,top10_mean_pooled,746,0.3855,0.0,0.0,0.9808,330,9,407,0
logreg/L13,logreg,13,education,top10_mean_pooled,746,0.3855,0.0,0.0,0.9808,330,9,407,0
logreg/L13,logreg,13,entertainment,top10_mean_pooled,746,0.3855,0.0,0.0,0.9808,330,9,407,0
logreg/L13,logreg,13,healthcare,top10_mean_pooled,746,0.3855,0.0,0.0,0.9808,330,9,407,0
logreg/L13,logreg,13,social,top10_mean_pooled,746,0.3855,0.0,0.0,0.9808,330,9,407,0
logreg/L59,logreg,59,education,top5_mean,150,0.3855,0.05,0.075,0.9998,3,107,3,37
logreg/L68,logreg,68,entertainment,max,160,0.3855,0.0,0.0,0.6979,107,1,50,2
logreg/L68,logreg,68,entertainment,top10_mean,160,0.3855,0.0,0.0275,0.1557,109,1,50,0
logreg/L16,logreg,16,economy,threshold_05_pooled,746,0.3852,0.0212,0.0576,0.5115,19,403,13,311
logreg/L16,logreg,16,education,threshold_05_pooled,746,0.3852,0.0212,0.0576,0.5115,19,403,13,311
logreg/L16,logreg,16,entertainment,threshold_05_pooled,746,0.3852,0.0212,0.0576,0.5115,19,403,13,311
logreg/L16,logreg,16,healthcare,threshold_05_pooled,746,0.3852,0.0212,0.0576,0.5115,19,403,13,311
logreg/L16,logreg,16,social,threshold_05_pooled,746,0.3852,0.0212,0.0576,0.5115,19,403,13,311
logreg/L5,logreg,5,education,mean,150,0.3848,0.05,0.1,0.9423,3,108,2,37
logreg/L78,logreg,78,economy,last,132,0.3846,0.0,0.0351,0.7567,5,70,5,52
mlp/L70,mlp,70,entertainment,max,160,0.3842,0.0,0.0459,0.1401,109,1,50,0
logreg/L18,logreg,18,education,top5_mean,150,0.3841,0.0,0.0,inf,0,110,0,40
logreg/L61,logreg,61,education,top5_mean,150,0.3841,0.05,0.05,0.9996,2,109,1,38
logreg/L5,logreg,5,education,threshold_05,150,0.384,0.05,0.1,0.9625,4,108,2,36
logreg/L13,logreg,13,economy,top5_mean_pooled,746,0.3833,0.0,0.0,0.9974,329,11,405,1
logreg/L13,logreg,13,education,top5_mean_pooled,746,0.3833,0.0,0.0,0.9974,329,11,405,1
logreg/L13,logreg,13,entertainment,top5_mean_pooled,746,0.3833,0.0,0.0,0.9974,329,11,405,1
logreg/L13,logreg,13,healthcare,top5_mean_pooled,746,0.3833,0.0,0.0,0.9974,329,11,405,1
logreg/L13,logreg,13,social,top5_mean_pooled,746,0.3833,0.0,0.0,0.9974,329,11,405,1
mlp/L55,mlp,55,entertainment,top10_mean,160,0.3833,0.0,0.0092,0.1219,109,2,49,0
mlp/L60,mlp,60,entertainment,top10_mean,160,0.383,0.0,0.0275,0.2514,109,1,50,0
logreg/L9,logreg,9,economy,threshold_05_pooled,746,0.3826,0.003,0.0424,0.8875,9,406,10,321
logreg/L9,logreg,9,education,threshold_05_pooled,746,0.3826,0.003,0.0424,0.8875,9,406,10,321
logreg/L9,logreg,9,entertainment,threshold_05_pooled,746,0.3826,0.003,0.0424,0.8875,9,406,10,321
logreg/L9,logreg,9,healthcare,threshold_05_pooled,746,0.3826,0.003,0.0424,0.8875,9,406,10,321
logreg/L9,logreg,9,social,threshold_05_pooled,746,0.3826,0.003,0.0424,0.8875,9,406,10,321
logreg/L16,logreg,16,education,last,150,0.3823,0.0,0.075,0.0089,6,103,7,34
logreg/L58,logreg,58,entertainment,top10_mean,160,0.3823,0.0,0.0183,0.9984,29,39,12,80
logreg/L62,logreg,62,education,top10_mean,150,0.3823,0.05,0.05,0.9996,2,110,0,38
svm_rbf/L55,svm_rbf,55,entertainment,last,160,0.3823,0.0092,0.0367,0.3923,4,50,1,105
logreg/L14,logreg,14,economy,top10_mean,132,0.3814,0.0,0.0,0.9999,54,10,65,3
svm_rbf/L26,svm_rbf,26,economy,last,132,0.3813,0.0,0.0,inf,0,75,0,57
logreg/L67,logreg,67,entertainment,top10_mean,160,0.3812,0.0,0.0183,0.1217,109,1,50,0
logreg/L63,logreg,63,education,threshold_05,150,0.3811,0.05,0.1,0.2331,4,106,4,36
mlp/L15,mlp,15,economy,last,132,0.3808,0.0175,0.0351,0.9997,1,75,0,56
logreg/L17,logreg,17,entertainment,mean,160,0.3805,0.0459,0.1009,0.4413,11,49,2,98
logreg/L79,logreg,79,education,top10_mean,150,0.3805,0.0,0.0,0.4234,40,5,105,0
logreg/L69,logreg,69,entertainment,mean,160,0.3803,0.0092,0.0183,0.4722,1,51,0,108
svm_rbf/L5,svm_rbf,5,entertainment,threshold_05,160,0.3803,0.0092,0.0092,0.2842,105,3,48,4
mlp/L5,mlp,5,education,mean,150,0.3802,0.0,0.075,0.9471,2,108,2,38
svm_rbf/L15,svm_rbf,15,social,threshold_05,147,0.3801,0.0,0.0,0.2821,70,2,74,1
logreg/L63,logreg,63,education,top10_mean,150,0.38,0.05,0.05,0.9989,2,109,1,38
logreg/L68,logreg,68,entertainment,mean,160,0.3799,0.0,0.0092,inf,0,51,0,109
mlp/L70,mlp,70,entertainment,top10_mean,160,0.3798,0.0092,0.0183,0.0519,109,1,50,0
logreg/L23,logreg,23,entertainment,last,160,0.3797,0.0917,0.1101,0.0029,10,51,0,99
logreg/L33,logreg,33,entertainment,last,160,0.3797,0.0092,0.0367,0.001,109,1,50,0
logreg/L10,logreg,10,social,last,147,0.3794,0.0141,0.0141,0.8987,7,71,5,64
logreg/L14,logreg,14,education,max,150,0.3793,0.0,0.0,inf,0,110,0,40
logreg/L13,logreg,13,economy,threshold_05_pooled,746,0.3791,0.0061,0.0333,0.1317,330,1,415,0
logreg/L13,logreg,13,education,threshold_05_pooled,746,0.3791,0.0061,0.0333,0.1317,330,1,415,0
logreg/L13,logreg,13,entertainment,threshold_05_pooled,746,0.3791,0.0061,0.0333,0.1317,330,1,415,0
logreg/L13,logreg,13,healthcare,threshold_05_pooled,746,0.3791,0.0061,0.0333,0.1317,330,1,415,0
logreg/L13,logreg,13,social,threshold_05_pooled,746,0.3791,0.0061,0.0333,0.1317,330,1,415,0
logreg/L47,logreg,47,entertainment,max,160,0.3791,0.0,0.0459,0.1355,109,1,50,0
logreg/L23,logreg,23,economy,last_pooled,746,0.3789,0.003,0.0152,0.3746,1,415,1,329
logreg/L23,logreg,23,education,last_pooled,746,0.3789,0.003,0.0152,0.3746,1,415,1,329
logreg/L23,logreg,23,entertainment,last_pooled,746,0.3789,0.003,0.0152,0.3746,1,415,1,329
logreg/L23,logreg,23,healthcare,last_pooled,746,0.3789,0.003,0.0152,0.3746,1,415,1,329
logreg/L23,logreg,23,social,last_pooled,746,0.3789,0.003,0.0152,0.3746,1,415,1,329
logreg/L53,logreg,53,entertainment,top10_mean,160,0.3788,0.0,0.0092,0.168,109,1,50,0
logreg/L71,logreg,71,entertainment,mean,160,0.3787,0.0183,0.0183,0.5003,2,51,0,107
logreg/L60,logreg,60,education,max,150,0.3786,0.025,0.025,0.9498,38,10,100,2
logreg/L54,logreg,54,entertainment,threshold_05,160,0.3785,0.0183,0.0367,0.2722,11,47,4,98
logreg/L11,logreg,11,economy,last,132,0.3782,0.0175,0.0351,0.0048,56,3,72,1
svm_rbf/L5,svm_rbf,5,entertainment,mean,160,0.3781,0.0092,0.0092,0.4839,106,4,47,3
mlp/L5,mlp,5,education,threshold_05,150,0.3777,0.0,0.075,0.9732,3,108,2,37
logreg/L17,logreg,17,entertainment,threshold_05,160,0.3774,0.0367,0.0642,0.4335,12,48,3,97
logreg/L16,logreg,16,economy,mean,132,0.3773,0.0,0.0702,0.5385,4,73,2,53
logreg/L13,logreg,13,economy,mean_pooled,746,0.3771,0.003,0.0364,0.1463,330,1,415,0
logreg/L13,logreg,13,education,mean_pooled,746,0.3771,0.003,0.0364,0.1463,330,1,415,0
logreg/L13,logreg,13,entertainment,mean_pooled,746,0.3771,0.003,0.0364,0.1463,330,1,415,0
logreg/L13,logreg,13,healthcare,mean_pooled,746,0.3771,0.003,0.0364,0.1463,330,1,415,0
logreg/L13,logreg,13,social,mean_pooled,746,0.3771,0.003,0.0364,0.1463,330,1,415,0
logreg/L11,logreg,11,entertainment,threshold_05,160,0.377,0.0183,0.0183,0.9037,2,51,0,107
logreg/L69,logreg,69,entertainment,threshold_05,160,0.377,0.0092,0.0092,0.0066,108,1,50,1
logreg/L70,logreg,70,entertainment,top10_mean,160,0.377,0.0092,0.0183,0.1391,109,1,50,0
logreg/L78,logreg,78,education,last,150,0.3769,0.0,0.0,0.0002,40,1,109,0
logreg/L54,logreg,54,entertainment,top10_mean,160,0.3762,0.0,0.0,0.9981,26,42,9,83
logreg/L16,logreg,16,economy,top5_mean_pooled,746,0.3761,0.0,0.0,0.9863,327,13,403,3
logreg/L16,logreg,16,education,top5_mean_pooled,746,0.3761,0.0,0.0,0.9863,327,13,403,3
logreg/L16,logreg,16,entertainment,top5_mean_pooled,746,0.3761,0.0,0.0,0.9863,327,13,403,3
logreg/L16,logreg,16,healthcare,top5_mean_pooled,746,0.3761,0.0,0.0,0.9863,327,13,403,3
logreg/L16,logreg,16,social,top5_mean_pooled,746,0.3761,0.0,0.0,0.9863,327,13,403,3
logreg/L69,logreg,69,social,last,147,0.376,0.0,0.0,inf,0,76,0,71
logreg/L16,logreg,16,economy,threshold_05,132,0.3758,0.0,0.0702,0.546,4,73,2,53
logreg/L9,logreg,9,healthcare,top5_mean,157,0.3755,0.0189,0.0189,0.9888,51,7,97,2
logreg/L16,logreg,16,economy,last_pooled,746,0.3752,0.0061,0.0727,0.4563,14,410,6,316
logreg/L16,logreg,16,education,last_pooled,746,0.3752,0.0061,0.0727,0.4563,14,410,6,316
logreg/L16,logreg,16,entertainment,last_pooled,746,0.3752,0.0061,0.0727,0.4563,14,410,6,316
logreg/L16,logreg,16,healthcare,last_pooled,746,0.3752,0.0061,0.0727,0.4563,14,410,6,316
logreg/L16,logreg,16,social,last_pooled,746,0.3752,0.0061,0.0727,0.4563,14,410,6,316
logreg/L51,logreg,51,entertainment,threshold_05,160,0.3752,0.0092,0.0734,0.3138,8,49,2,101
logreg/L68,logreg,68,entertainment,threshold_05,160,0.3751,0.0,0.0183,inf,0,51,0,109
logreg/L79,logreg,79,education,last,150,0.375,0.0,0.0,0.0003,40,1,109,0
logreg/L76,logreg,76,education,threshold_05,150,0.3747,0.0,0.0,0.0293,40,5,105,0
mlp/L15,mlp,15,economy,threshold_05,132,0.3747,0.0,0.0,0.272,57,2,73,0
logreg/L68,logreg,68,entertainment,top5_mean,160,0.3746,0.0,0.0367,0.2598,109,1,50,0
logreg/L7,logreg,7,social,mean,147,0.3742,0.0,0.0,inf,0,76,0,71
logreg/L79,logreg,79,education,top5_mean,150,0.3741,0.0,0.0,0.5462,40,4,106,0
logreg/L55,logreg,55,entertainment,mean,160,0.3738,0.0,0.0275,0.2825,17,45,6,92
logreg/L22,logreg,22,social,last,147,0.3737,0.0,0.0,0.0,68,6,70,3
logreg/L51,logreg,51,entertainment,top10_mean,160,0.3736,0.0,0.0092,0.0766,109,1,50,0
logreg/L52,logreg,52,entertainment,top10_mean,160,0.3734,0.0,0.0092,0.1922,109,1,50,0
logreg/L14,logreg,14,economy,top5_mean_pooled,746,0.373,0.0,0.0,0.9982,328,11,405,2
logreg/L14,logreg,14,education,top5_mean_pooled,746,0.373,0.0,0.0,0.9982,328,11,405,2
logreg/L14,logreg,14,entertainment,top5_mean_pooled,746,0.373,0.0,0.0,0.9982,328,11,405,2
logreg/L14,logreg,14,healthcare,top5_mean_pooled,746,0.373,0.0,0.0,0.9982,328,11,405,2
logreg/L14,logreg,14,social,top5_mean_pooled,746,0.373,0.0,0.0,0.9982,328,11,405,2
logreg/L69,logreg,69,education,top5_mean,150,0.3725,0.05,0.075,0.9999,2,110,0,38
svm_rbf/L5,svm_rbf,5,social,mean,147,0.3723,0.0,0.0,inf,0,76,0,71
logreg/L54,logreg,54,education,max,150,0.3722,0.025,0.025,1.0,1,109,1,39
logreg/L67,logreg,67,entertainment,top5_mean,160,0.372,0.0,0.0367,0.1804,109,1,50,0
logreg/L52,logreg,52,education,max,150,0.3717,0.025,0.025,0.8306,40,3,107,0
logreg/L4,logreg,4,healthcare,last,157,0.3716,0.0,0.0189,0.0055,53,2,102,0
logreg/L79,logreg,79,education,mean,150,0.3716,0.0,0.025,0.0205,40,4,106,0
logreg/L77,logreg,77,education,threshold_05,150,0.3714,0.0,0.025,0.031,40,6,104,0
logreg/L7,logreg,7,social,threshold_05,147,0.3712,0.0,0.0,0.3259,62,10,66,9
logreg/L6,logreg,6,education,mean,150,0.3711,0.075,0.075,0.9234,3,109,1,37
logreg/L76,logreg,76,education,mean,150,0.3709,0.0,0.0,0.0529,40,7,103,0
logreg/L23,logreg,23,healthcare,last,157,0.3708,0.0,0.0377,0.0,53,4,100,0
mlp/L15,mlp,15,economy,mean,132,0.3703,0.0,0.0,0.273,57,2,73,0
logreg/L7,logreg,7,economy,mean_pooled,746,0.3702,0.0061,0.0182,0.95,2,414,2,328
logreg/L7,logreg,7,education,mean_pooled,746,0.3702,0.0061,0.0182,0.95,2,414,2,328
logreg/L7,logreg,7,entertainment,mean_pooled,746,0.3702,0.0061,0.0182,0.95,2,414,2,328
logreg/L7,logreg,7,healthcare,mean_pooled,746,0.3702,0.0061,0.0182,0.95,2,414,2,328
logreg/L7,logreg,7,social,mean_pooled,746,0.3702,0.0061,0.0182,0.95,2,414,2,328
logreg/L9,logreg,9,economy,last,132,0.3701,0.0,0.0526,0.9998,3,73,2,54
logreg/L60,logreg,60,education,top5_mean,150,0.3698,0.0,0.05,0.9998,2,107,3,38
logreg/L70,logreg,70,entertainment,top5_mean,160,0.3694,0.0183,0.0183,0.2178,109,1,50,0
logreg/L17,logreg,17,education,last,150,0.3691,0.05,0.1,0.3336,5,104,6,35
logreg/L24,logreg,24,economy,last,132,0.3691,0.0,0.0,0.0,56,4,71,1
logreg/L66,logreg,66,education,threshold_05,150,0.3691,0.05,0.125,0.1733,5,105,5,35
logreg/L7,logreg,7,economy,threshold_05_pooled,746,0.3691,0.0,0.0182,inf,0,416,0,330
logreg/L7,logreg,7,education,threshold_05_pooled,746,0.3691,0.0,0.0182,inf,0,416,0,330
logreg/L7,logreg,7,entertainment,threshold_05_pooled,746,0.3691,0.0,0.0182,inf,0,416,0,330
logreg/L7,logreg,7,healthcare,threshold_05_pooled,746,0.3691,0.0,0.0182,inf,0,416,0,330
logreg/L7,logreg,7,social,threshold_05_pooled,746,0.3691,0.0,0.0182,inf,0,416,0,330
logreg/L77,logreg,77,education,mean,150,0.3689,0.0,0.025,0.0404,40,5,105,0
svm_rbf/L5,svm_rbf,5,economy,last_pooled,746,0.3687,0.0,0.0061,0.42,330,1,415,0
svm_rbf/L5,svm_rbf,5,education,last_pooled,746,0.3687,0.0,0.0061,0.42,330,1,415,0
